event_id,true_label,actor_norm,notes,pred_label_acled-small-llm-ft:v1,pred_label_conflibert_finetuned_acled_v1_seed42,pred_label_gemma3:4b,pred_label_llama3.2:3b,pred_label_mistral:7b,pred_label_olmo2:7b,pred_prob_acled-small-llm-ft:v1,pred_prob_conflibert_finetuned_acled_v1_seed42,pred_prob_gemma3:4b,pred_prob_llama3.2:3b,pred_prob_mistral:7b,pred_prob_olmo2:7b,disagreement_count,max_confidence,ambiguity_score,ambiguity_tier,eas_label_entropy,eas_conf_uncertainty,eas_conf_dispersion,eas_text_ambiguity
NIG21935,B,Zamfara Communal Militia (Nigeria),"On 11 September 2021, a Zamfara militias attacked a security forces base in Dan Sadau (Maru, Zamfara). Twelve security personnel, including military and police officers, were killed.",B,B,V,B,B,B,0.999999999999,0.9991089701652528,0.9499999999999998,0.8999999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1239,Low,0.2515,0.0585,0.1064,0.0
NIG34842,B,Military Forces of Nigeria (2023-),"On 6 February 2024, soldiers attacked policemen at their camp in Sabon Gari area of Mangu (Mangu, Plateau). An unspecified number of policemen were wounded, and they claimed that the attack was unprovoked.",B,B,V,B,B,B,0.999999999999,0.9983816146850586,0.9499999999999998,0.8999999999999999,0.85,0.85,2,0.999999999999,0.1319,Low,0.2515,0.0753,0.1252,0.0
NIG16585,R,Rioters (Nigeria),"On 20 March 2020, youths clashed with police in Amakohia (Owerri North LGA, Imo), after they refused a police demand to move on when they blocked a local bank during a burial procession. One person was shot and injured by a police officer who fired warning shots to disperse the crowd.",R,R,V,V,P,P,0.999999999999,0.99999737739563,0.85,0.8999999999999999,0.9499999999999998,0.8,3,0.999999999999,0.2652,Low,0.6131,0.0833,0.1491,0.0
NIG27104,V,Military Forces of Nigeria (2015-2023),"On 4 September 2021, a soldier opened fire while trying to disperse a crowd during local elections in Gwanki (Makarfi LGA, Kaduna). A girl was killed by a stray bullet.",V,V,V,V,P,V,0.999999999999,0.99986732006073,0.9499999999999998,0.999999999999,0.9499999999999998,0.8999999999999999,2,0.999999999999,0.1113,Low,0.2515,0.0334,0.0745,0.0
NIG30329,B,Unidentified Cult Militia (Nigeria),"Around 30 September 2021 (week of), an unidentified cult group killed four suspected members of a rival group in Kuchibena, near the Life Camp, Abuja (Abuja Municipal, FCT). The assailants dismembered the body of one of their victims, chopped off his head and hung it on a stick. The community had been in palpable fear over the incessant cult clashes and killing in the area, prompting the police to request that the slums in the area be demolished. 4 fatalities reported.",R,V,V,V,V,V,0.999999999999,0.9731308817863464,0.9499999999999998,0.999999999999,0.9499999999999998,0.8999999999999999,2,0.999999999999,0.1613,Low,0.2515,0.0378,0.069,0.25
NIG34255,B,Police Forces of Nigeria (2023-),"On 14 December 2023, policemen engaged an unidentified armed group in an armed clash at their hideout in a forest in Emohua LGA (Rivers) and rescued four abductees. Two members of the group were killed.",B,B,V,B,B,B,0.999999999999,0.999982476234436,0.85,0.999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1628,Low,0.2515,0.0583,0.1344,0.1667
NIG21852,V,Islamic State West Africa Province (ISWAP) - Lake Chad Faction,"On 30 August 2021, ISWAP claimed an attack on a Christian town in Borno (location coded to Maiduguri, Maiduguri Metro). A church and school were burnt. No reported injuries or fatalities.",V,V,V,V,V,E,0.999999999999,0.9996811151504514,0.9499999999999998,0.8999999999999999,0.9499999999999998,0.8,2,0.999999999999,0.1322,Low,0.2515,0.0667,0.1373,0.0
NIG18752,V,Police Forces of Nigeria (2015-2023),"On 23 October 2020, Nigerian police forces attacked a journalist in Udu LGA, Delta over the enforcement of the state-wide curfew despite the journalist being on an official assignment. No reported fatalities.",V,V,V,V,P,P,0.999999999999,0.9999985694885254,0.9499999999999998,0.999999999999,0.8999999999999999,0.8,2,0.999999999999,0.1682,Low,0.3552,0.0583,0.1462,0.0
NIG38445,B,SEC: Supreme Eiye Confraternity (Nigeria),"On 5 August 2024, the Buccaneers and Eiye clashed and killed one person in Ake Junction, Abeokuta (Abeokuta South, Ogun).",R,B,V,V,R,B,0.999999999999,0.9993641972541808,0.9499999999999998,0.999999999999,0.85,0.85,3,0.999999999999,0.256,Low,0.6131,0.0584,0.1342,0.0
NIG34375,S,Islamic State West Africa Province (ISWAP),"Looting: On 26 December 2023, ISWAP raided and looted drugs from a Primary Health Care center in Mainok (Kaga, Borno).",S,S,V,V,R,E,0.999999999999,0.999967098236084,0.9499999999999998,0.999999999999,0.9499999999999998,0.85,4,0.999999999999,0.2915,Low,0.7421,0.0417,0.1067,0.0
NIG30514,B,Police Forces of Nigeria (2015-2023),"On 13 March 2023, policemen attached to Operation Whirl Punch engaged a Kaduna militia in an armed clash, after the militia blocked the Galadimawa-Tumbruku road (Giwa, Kaduna). One militia member was killed, others fled with bullet wounds and the policemen recovered one rifle and two live rounds of ammunition.",B,B,V,B,B,B,0.999999999999,0.9999679327011108,0.85,0.999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1295,Low,0.2515,0.0583,0.1344,0.0
NIG34705,S,Government of Nigeria (2023-),"Security measures: On 23 January 2024, the governor of Plateau state imposed a 24 hour curfew on Mangu LGA (Plateau) following violence which broke out in different parts of the town [coded separately].",S,S,V,V,S,S,0.999999999999,0.9999923706054688,0.9499999999999998,0.999999999999,0.999999999999,0.9499999999999998,2,0.999999999999,0.1379,Low,0.3552,0.0167,0.0471,0.0
NIG21210,B,Military Forces of Nigeria (2015-2023),"On 26 June 2021, military and police members of the Task Force killed two kidnappers in Koton-Karfe (Kogi LGA, Kogi).",B,B,V,B,B,B,0.999999999999,0.9953600764274596,0.9499999999999998,0.8999999999999999,0.9499999999999998,0.85,2,0.999999999999,0.1238,Low,0.2515,0.0591,0.1051,0.0
