model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2:3b,pred_conf,0.0,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.1,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.2,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.3,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.4,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.5,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.6,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.7,200,1.0,131,0.655,200
llama3.2:3b,pred_conf,0.8,199,0.995,130,0.653,200
llama3.2:3b,pred_conf,0.9,150,0.75,104,0.693,200
llama3.2:3b,pred_conf,0.95,51,0.255,18,0.353,200
llama3.2:3b,pred_conf,0.99,0,0.0,0,,200
mistral:7b,pred_conf,0.0,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.1,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.2,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.3,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.4,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.5,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.6,200,1.0,144,0.72,200
mistral:7b,pred_conf,0.7,198,0.99,144,0.727,200
mistral:7b,pred_conf,0.8,189,0.945,139,0.735,200
mistral:7b,pred_conf,0.9,106,0.53,87,0.821,200
mistral:7b,pred_conf,0.95,22,0.11,15,0.682,200
mistral:7b,pred_conf,0.99,0,0.0,0,,200
olmo2:7b,pred_conf,0.0,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.1,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.2,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.3,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.4,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.5,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.6,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.7,200,1.0,136,0.68,200
olmo2:7b,pred_conf,0.8,199,0.995,135,0.678,200
olmo2:7b,pred_conf,0.9,130,0.65,88,0.677,200
olmo2:7b,pred_conf,0.95,129,0.645,87,0.674,200
olmo2:7b,pred_conf,0.99,1,0.005,0,0.0,200
gemma3:4b,pred_conf,0.0,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.1,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.2,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.3,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.4,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.5,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.6,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.7,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.8,200,1.0,133,0.665,200
gemma3:4b,pred_conf,0.9,164,0.82,125,0.762,200
gemma3:4b,pred_conf,0.95,14,0.07,6,0.429,200
gemma3:4b,pred_conf,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.0,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_iso,0.1,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_iso,0.2,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_iso,0.3,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_iso,0.4,199,0.995,130,0.653,200
llama3.2:3b,pred_conf_iso,0.5,150,0.75,104,0.693,200
llama3.2:3b,pred_conf_iso,0.6,150,0.75,104,0.693,200
llama3.2:3b,pred_conf_iso,0.7,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.8,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.9,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.95,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.99,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.0,200,1.0,144,0.72,200
mistral:7b,pred_conf_iso,0.1,200,1.0,144,0.72,200
mistral:7b,pred_conf_iso,0.2,200,1.0,144,0.72,200
mistral:7b,pred_conf_iso,0.3,189,0.945,139,0.735,200
mistral:7b,pred_conf_iso,0.4,189,0.945,139,0.735,200
mistral:7b,pred_conf_iso,0.5,189,0.945,139,0.735,200
mistral:7b,pred_conf_iso,0.6,127,0.635,100,0.787,200
mistral:7b,pred_conf_iso,0.7,127,0.635,100,0.787,200
mistral:7b,pred_conf_iso,0.8,106,0.53,87,0.821,200
mistral:7b,pred_conf_iso,0.9,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.95,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.99,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.0,200,1.0,136,0.68,200
olmo2:7b,pred_conf_iso,0.1,200,1.0,136,0.68,200
olmo2:7b,pred_conf_iso,0.2,200,1.0,136,0.68,200
olmo2:7b,pred_conf_iso,0.3,200,1.0,136,0.68,200
olmo2:7b,pred_conf_iso,0.4,200,1.0,136,0.68,200
olmo2:7b,pred_conf_iso,0.5,159,0.795,113,0.711,200
olmo2:7b,pred_conf_iso,0.6,159,0.795,113,0.711,200
olmo2:7b,pred_conf_iso,0.7,159,0.795,113,0.711,200
olmo2:7b,pred_conf_iso,0.8,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.9,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.95,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.0,200,1.0,133,0.665,200
gemma3:4b,pred_conf_iso,0.1,200,1.0,133,0.665,200
gemma3:4b,pred_conf_iso,0.2,196,0.98,133,0.679,200
gemma3:4b,pred_conf_iso,0.3,165,0.825,126,0.764,200
gemma3:4b,pred_conf_iso,0.4,165,0.825,126,0.764,200
gemma3:4b,pred_conf_iso,0.5,165,0.825,126,0.764,200
gemma3:4b,pred_conf_iso,0.6,165,0.825,126,0.764,200
gemma3:4b,pred_conf_iso,0.7,165,0.825,126,0.764,200
gemma3:4b,pred_conf_iso,0.8,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.9,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.1,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.2,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.3,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.4,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.5,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.6,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.7,200,1.0,131,0.655,200
llama3.2:3b,pred_conf_temp,0.8,199,0.995,130,0.653,200
llama3.2:3b,pred_conf_temp,0.9,150,0.75,104,0.693,200
llama3.2:3b,pred_conf_temp,0.95,51,0.255,18,0.353,200
llama3.2:3b,pred_conf_temp,0.99,0,0.0,0,,200
mistral:7b,pred_conf_temp,0.0,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.1,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.2,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.3,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.4,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.5,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.6,200,1.0,144,0.72,200
mistral:7b,pred_conf_temp,0.7,198,0.99,144,0.727,200
mistral:7b,pred_conf_temp,0.8,189,0.945,139,0.735,200
mistral:7b,pred_conf_temp,0.9,62,0.31,47,0.758,200
mistral:7b,pred_conf_temp,0.95,11,0.055,6,0.545,200
mistral:7b,pred_conf_temp,0.99,0,0.0,0,,200
olmo2:7b,pred_conf_temp,0.0,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.1,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.2,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.3,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.4,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.5,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.6,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.7,200,1.0,136,0.68,200
olmo2:7b,pred_conf_temp,0.8,199,0.995,135,0.678,200
