model,event_id,true_label,pred_label,pred_conf,logits,latency_sec,actor_norm,notes,pred_conf_iso,pred_conf_temp,prob_V,prob_B,prob_E,prob_P,prob_R,prob_S
llama3.2:3b,CAO11875,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.65,Unidentified Armed Group (Cameroon),"On 24 September 2023, an unidentified armed group shot and killed a bike rider beside a rice farm in Bamunka (Ngo-Ketunjia, Nord-Ouest) after having abducted him. They accused him of impersonating the armed group and extorting money from civilians.",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO9055,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.65,Military Forces of Cameroon (1982-),"On 4 September 2022, military forces shot and killed a man in Besali (Wabane, Lebialem, Sud-Ouest) after he was mistaken for a separatist fighter following an exchange of fire between soldiers and Ambazonia Liberation Army fighters.",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO3117,B,B,0.92,"{""V"": 0.02, ""B"": 0.93, ""E"": 0.03, ""P"": 0.01, ""R"": 0.01}",0.63,Islamic State West Africa Province (ISWAP) - Lake Chad Faction and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 23 March 2020, Boko Haram were repulsed by the military after staging an attack on the village of Goshikale in Mora subdivision (Mayo-Sava, Extreme-Nord). Militants destroyed the local hospital and looted several houses, taking away 3 motorcycles.",0.6471408647140865,0.92,0.13414408153800397,0.3332571644850734,0.1354922519708132,0.13280932562513567,0.13280932562513567,0.13148785075550468
llama3.2:3b,CAO13564,B,B,0.92,"{""V"": 0.02, ""B"": 0.93, ""E"": 0.03, ""P"": 0.0, ""R"": 0.01, ""S"": 0.01}",0.66,Military Forces of Cameroon (1982-) Gendarmerie,"On 21 April 2024, gendarmerie officers clashed with Ambazonian Separatists from the Restoration Forces faction at the Separatist hideout in Kouki (Mbven, Bui, Nord-Ouest). There were no fatalities. No information on the injuries.",0.6471408647140865,0.92,0.13414408153800397,0.3332571644850734,0.1354922519708132,0.13148785075550468,0.13280932562513567,0.13280932562513567
llama3.2:3b,CAO8281,S,E,0.96,"{""V"": 0.02, ""B"": 0.01, ""E"": 0.95, ""P"": 0.0, ""R"": 0.01, ""S"": 0.0}",0.67,Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"Looting: On 18 December 2023, ISWAP or Boko Haram militants looted 2 houses in Waza (Waza, Logone-et-Chari, Extreme-Nord).",0.6471408647140865,0.96,0.1337791534013784,0.13244802858413912,0.3390644920697403,0.13113014868013198,0.13244802858413912,0.13113014868013198
llama3.2:3b,CAO10079,S,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.02}",0.65,Civilians (Cameroon),"Displacement: On 2 February 2023, civilians were displaced for fear of retaliation attacks from, the state security forces in Diongo (Dibombari, Moungo, Littoral) after suspected Ambazonian Separatists mounted an illegal checkpoint paralyzing vehicle movement.",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1344103764885579,0.1317488727127459
llama3.2:3b,CAO9679,V,V,0.99,"{""V"": 0.99, ""B"": 0.01, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.61,Military Forces of Cameroon (1982-),"On 27 June 2022, military forces shot and killed four civilians in Banten (Bui, Nord-Ouest) who were previously arrested on 25 June during a military operation. The circumstances that led to their execution are unclear.",0.6471408647140865,0.99,0.3494526690479928,0.13115346521695664,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,CAO5718,V,V,0.99,"{""V"": 0.99, ""B"": 0.01, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.66,Military Forces of Cameroon (1982-),"On 16 October 2021, the military forces shot and killed a student in Waindo village, Wum subdivision (Menchum, Nord-Ouest). He was accused of being in possession of a military uniform and some ammunition.",0.6471408647140865,0.99,0.3494526690479928,0.13115346521695664,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,CAO8534,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.0}",0.6,Unidentified Armed Group (Cameroon),"On 21 February 2024, an unidentified armed group clashed with Boko Haram (JAS) (likely) militants in Kouyape (Kolofata, Mayo-Sava, Extreme-Nord). The bodies of 3 militants were found by civilians. The exact circumstances of their death are unknown.",0.6471408647140865,0.93,0.1356715384994644,0.3336981381887325,0.13432158413588857,0.13298506204266136,0.13166183856645966,0.13166183856645966
llama3.2:3b,CAO4163,V,V,0.99,"{""V"": 0.99, ""B"": 0.01, ""E"": 0.0, ""P"": 0.0, ""R"": 0.0, ""S"": 0.0}",0.62,Military Forces of Cameroon (1982-),"On 12 December 2020, the military forces shot and killed two civilians in Mkpot village, Mamfe subdivision (Manyu, Sud-Ouest).",0.6471408647140865,0.99,0.3494526690479928,0.13115346521695664,0.12984846643367523,0.12984846643367523,0.12984846643367523,0.12984846643367523
llama3.2:3b,CAO14080,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.0, ""S"": 0.01}",0.64,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 24 July 2024, the military forces from the Rapid Intervention clashed with Boko Haram (JAS) (likely) militants in Yabogo neighborhood in Amchide (Kolofata, Mayo-Sava, Extreme-Nord). There were no fatalities.",0.6471408647140865,0.93,0.1354922519708132,0.3332571644850734,0.13414408153800397,0.13280932562513567,0.13148785075550468,0.13280932562513567
llama3.2:3b,CAO13672,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.0, ""S"": 0.02}",0.68,Ambazonian Separatists (Cameroon),"On 15 April 2024, Ambazonian Separatists from the ADF abducted 4 men and 2 women at a checkpoint in Mambanda (Kumba 2, Meme, Sud-Ouest). The militants also looted 3 motorbikes. The reason for the abduction is not known.",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1317488727127459,0.1344103764885579
llama3.2:3b,CAO3188,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.02}",0.6,Military Forces of Cameroon (1982-),"On 16 April 2020, military forces killed three former Ambazonian separatists in Balikumbat town (Ngo-ketunjia, Nord-Ouest).",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1344103764885579,0.1317488727127459
llama3.2:3b,CAO8782,B,B,0.92,"{""V"": 0.02, ""B"": 0.93, ""E"": 0.03, ""P"": 0.01, ""R"": 0.01}",0.65,Ambazonian Separatists (Cameroon),"On 1 July 2022, suspected Ambazonian Separatist fighters clashed with the military forces in Bambui (Tubah, Mezam, Nord-Ouest). There were no fatalities.",0.6471408647140865,0.92,0.13414408153800397,0.3332571644850734,0.1354922519708132,0.13280932562513567,0.13280932562513567,0.13148785075550468
llama3.2:3b,CAO7306,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.0, ""S"": 0.01}",0.67,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 19 May 2023, the military forces of Kerawa (Rapid Intervention) clashed with Boko Haram (JAS) (likely) militants in Balatikse neighborhood in Mayo Moskota (Kolofata, Mayo-Sava, Extreme-Nord). 1 militant was killed while 3 soldiers seriously injured. 2 militants were captured. The military seized some equipment.",0.6471408647140865,0.93,0.1354922519708132,0.3332571644850734,0.13414408153800397,0.13280932562513567,0.13148785075550468,0.13280932562513567
llama3.2:3b,CAO13551,S,S,0.85,"{""V"": 0.04, ""B"": 0.03, ""E"": 0.02, ""P"": 0.02, ""R"": 0.04, ""S"": 0.85}",0.65,Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad,"On 14 June 2024, 11 members of Boko Haram (JAS) (likely) militants surrendered to the military forces in Madakar (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord).",0.6166666666666667,0.85,0.13892062516984846,0.13753834185373895,0.13616981248643048,0.13616981248643048,0.13892062516984846,0.3122807828333908
llama3.2:3b,CAO4946,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.02}",0.66,Ambazonian Separatists (Cameroon),"On 13 January 2021, Ambazonian separatists kidnapped a truck driver and his assistant in Bukow village, Ndop subdivision (Ngo-Ketunjia, Nord-Ouest).",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1344103764885579,0.1317488727127459
llama3.2:3b,CAO8143,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.0, ""S"": 0.01}",0.66,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 14 November 2023, the military forces (Rapid Intervention) ambushed Boko Haram (JAS) (likely) militants along the Limani - Goumbouldi road, coded to Limani (Mora, Mayo-Sava, Extreme-Nord). 2 militants were killed, the militants had approached an abandoned civilian truck near where the military forces were parked and the military recovered a weapon.",0.6471408647140865,0.93,0.1354922519708132,0.3332571644850734,0.13414408153800397,0.13280932562513567,0.13148785075550468,0.13280932562513567
llama3.2:3b,CAO15055,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.63,Unidentified Armed Group (Cameroon),"Around 17 September 2024 (as reported), an unidentified armed group attacked and killed 1 civilian between Mora and Blabline (Kolofata, Mayo-Sava, Extreme-Nord) for an unknown reason.",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO11956,B,B,0.93,"{""V"": 0.03, ""B"": 0.93, ""E"": 0.02, ""P"": 0.01, ""R"": 0.0, ""S"": 0.01}",0.65,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 25 October 2023, military forces from the Rapid Intervention Battalion engaged in an armed confrontation with Ambazonian Separatists in Ngarum (Donga-Mantung, Nord-Ouest). There were no casualties.",0.6471408647140865,0.93,0.1354922519708132,0.3332571644850734,0.13414408153800397,0.13280932562513567,0.13148785075550468,0.13280932562513567
llama3.2:3b,CAO12511,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.67,Military Forces of Cameroon (1982-),"On 19 July 2023, state security forces (coded as military) physically assualted 10 men, including the traditional chief and traditional council chairman, whom they had arrested in Nongomadiba (Kupe-Manenguba, Sud-Ouest), injuring them. They were targeted for not acting against Ambazonian Separatists who had buried a woman alive early in the morning (coded separately).",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO4776,S,R,0.92,"{""V"": 0.01, ""B"": 0.02, ""E"": 0.0, ""P"": 0.03, ""R"": 0.94, ""S"": 0.04}",0.65,Military Forces of Cameroon (1982-),"Looting: Around 15 July 2020 (month of), the military forces raided Bengang village, Batibo subdivision (Momo, Nord-Ouest). They shot in the air, and then looted property.",0.6471408647140865,0.92,0.13183454936477335,0.13315950861335532,0.13052277368099033,0.13449778392376527,0.3341358752921321,0.13584950912464944
llama3.2:3b,CAO12845,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.65,Ambazonian Separatists (Cameroon),"On 9 December 2021, suspected Ambazonian separatist fighters killed a Fulani pastoralist at 3 Corners near Ntumbaw (Ndu, Donga-Mantung, Nord-Ouest). In retaliation, local Fulanis set ablaze more than 15 houses, and killed a bike who transported a uniformed officer to the scene [Coded as a separate event].",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO11075,B,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.0, ""S"": 0.02}",0.67,Military Forces of Cameroon (1982-),"On 23 November 2023, the military forces ambushed Ambazonian Separatists from the Restoration Forces onboard a motorcycle in Konye (Konye, Meme, Sud-Ouest). The military forces members shot and injured one.",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1317488727127459,0.1344103764885579
llama3.2:3b,CAO13652,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.01, ""P"": 0.0, ""R"": 0.03, ""S"": 0.02}",0.67,Military Forces of Cameroon (1982-) Rapid Intervention Battalion,"On 13 April 2024, state security forces, coded as the military forces from the Rapid Intervention, beat and injured a dump truck driver and 2 other civilians on the main road in Mile 15 Buea (Buea, Fako, Sud-Ouest) after the dump truck blocked the road and delayed their convoy traveling to Buea center. There were no fatalities.",0.6471408647140865,0.92,0.33059618018303394,0.1344103764885579,0.13307297089665981,0.13174887271274593,0.13576122323011383,0.1344103764885579
llama3.2:3b,CAO9051,V,V,0.92,"{""V"": 0.92, ""B"": 0.02, ""E"": 0.03, ""P"": 0.01, ""R"": 0.02}",0.63,Military Forces of Cameroon (1982-),"On 23 May 2022, military forces killed a man at the Finance Junction in Bamenda city (Bamenda 1, Mezam, Nord-Ouest). Locals in the early hours of the morning discovered the dead body dumped by the road.",0.6471408647140865,0.92,0.3305961801830339,0.1344103764885579,0.13576122323011383,0.13307297089665981,0.1344103764885579,0.1317488727127459
