model,prob_col,threshold,accepted,coverage,correct,accuracy,total_valid
llama3.2:3b,pred_conf,0.0,200,1.0,137,0.685,200
llama3.2:3b,pred_conf,0.1,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.2,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.3,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.4,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.5,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.6,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.7,198,0.99,137,0.692,200
llama3.2:3b,pred_conf,0.8,197,0.985,136,0.69,200
llama3.2:3b,pred_conf,0.9,180,0.9,127,0.706,200
llama3.2:3b,pred_conf,0.95,35,0.175,18,0.514,200
llama3.2:3b,pred_conf,0.99,25,0.125,13,0.52,200
mistral:7b,pred_conf,0.0,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.1,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.2,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.3,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.4,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.5,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.6,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.7,200,1.0,118,0.59,200
mistral:7b,pred_conf,0.8,198,0.99,117,0.591,200
mistral:7b,pred_conf,0.9,172,0.86,107,0.622,200
mistral:7b,pred_conf,0.95,132,0.66,84,0.636,200
mistral:7b,pred_conf,0.99,2,0.01,1,0.5,200
gemma3:4b,pred_conf,0.0,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.1,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.2,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.3,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.4,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.5,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.6,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.7,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.8,200,1.0,128,0.64,200
gemma3:4b,pred_conf,0.9,81,0.405,63,0.778,200
gemma3:4b,pred_conf,0.95,10,0.05,4,0.4,200
gemma3:4b,pred_conf,0.99,0,0.0,0,,200
olmo2:7b,pred_conf,0.0,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.1,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.2,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.3,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.4,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.5,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.6,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.7,200,1.0,127,0.635,200
olmo2:7b,pred_conf,0.8,198,0.99,126,0.636,200
olmo2:7b,pred_conf,0.9,135,0.675,82,0.607,200
olmo2:7b,pred_conf,0.95,79,0.395,38,0.481,200
olmo2:7b,pred_conf,0.99,44,0.22,32,0.727,200
llama3.2:3b,pred_conf_iso,0.0,200,1.0,137,0.685,200
llama3.2:3b,pred_conf_iso,0.1,197,0.985,136,0.69,200
llama3.2:3b,pred_conf_iso,0.2,197,0.985,136,0.69,200
llama3.2:3b,pred_conf_iso,0.3,197,0.985,136,0.69,200
llama3.2:3b,pred_conf_iso,0.4,197,0.985,136,0.69,200
llama3.2:3b,pred_conf_iso,0.5,193,0.965,135,0.699,200
llama3.2:3b,pred_conf_iso,0.6,193,0.965,135,0.699,200
llama3.2:3b,pred_conf_iso,0.7,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.8,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.9,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.95,0,0.0,0,,200
llama3.2:3b,pred_conf_iso,0.99,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.0,200,1.0,118,0.59,200
mistral:7b,pred_conf_iso,0.1,200,1.0,118,0.59,200
mistral:7b,pred_conf_iso,0.2,180,0.9,112,0.622,200
mistral:7b,pred_conf_iso,0.3,180,0.9,112,0.622,200
mistral:7b,pred_conf_iso,0.4,168,0.84,106,0.631,200
mistral:7b,pred_conf_iso,0.5,168,0.84,106,0.631,200
mistral:7b,pred_conf_iso,0.6,134,0.67,86,0.642,200
mistral:7b,pred_conf_iso,0.7,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.8,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.9,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.95,0,0.0,0,,200
mistral:7b,pred_conf_iso,0.99,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.0,200,1.0,128,0.64,200
gemma3:4b,pred_conf_iso,0.1,199,0.995,128,0.643,200
gemma3:4b,pred_conf_iso,0.2,199,0.995,128,0.643,200
gemma3:4b,pred_conf_iso,0.3,191,0.955,125,0.654,200
gemma3:4b,pred_conf_iso,0.4,191,0.955,125,0.654,200
gemma3:4b,pred_conf_iso,0.5,137,0.685,105,0.766,200
gemma3:4b,pred_conf_iso,0.6,137,0.685,105,0.766,200
gemma3:4b,pred_conf_iso,0.7,65,0.325,53,0.815,200
gemma3:4b,pred_conf_iso,0.8,65,0.325,53,0.815,200
gemma3:4b,pred_conf_iso,0.9,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.95,0,0.0,0,,200
gemma3:4b,pred_conf_iso,0.99,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.0,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.1,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.2,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.3,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.4,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.5,200,1.0,127,0.635,200
olmo2:7b,pred_conf_iso,0.6,175,0.875,110,0.629,200
olmo2:7b,pred_conf_iso,0.7,44,0.22,32,0.727,200
olmo2:7b,pred_conf_iso,0.8,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.9,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.95,0,0.0,0,,200
olmo2:7b,pred_conf_iso,0.99,0,0.0,0,,200
llama3.2:3b,pred_conf_temp,0.0,200,1.0,137,0.685,200
llama3.2:3b,pred_conf_temp,0.1,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.2,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.3,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.4,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.5,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.6,198,0.99,137,0.692,200
llama3.2:3b,pred_conf_temp,0.7,198,0.99,137,0.692,200
